t (s),Actual,Predicted_RF,Predicted_DT,Absolute Error RF,Absolute Error DT,Squared Error RF,Squared Error DT,SST,,,52.84811719
9317,52.794517,52.82552751,52.81298473,0.031010513,0.018467733,0.000961652,0.000341057,0.00287298,,,
9318,52.802168,52.82440988,52.80606075,0.022241882,0.00389275,0.000494701,1.51535E-05,0.002111328,,,
9319,52.802168,52.82324195,52.81611754,0.021073951,0.013949538,0.000444111,0.00019459,0.002111328,,,
9320,52.795675,52.82605573,52.81512114,0.030380728,0.019446143,0.000922989,0.000378152,0.002750183,,,
9321,52.795675,52.82420052,52.81382473,0.028525519,0.018149733,0.000813705,0.000329413,0.002750183,,,
9322,52.787607,52.82077762,52.79745333,0.033170618,0.009846333,0.00110029,9.69503E-05,0.003661483,,,
9323,52.787607,52.813712,52.79604671,0.026105001,0.008439714,0.000681471,7.12288E-05,0.003661483,,,
9324,52.790036,52.85056316,52.79499175,0.060527156,0.00495575,0.003663537,2.45595E-05,0.003373425,,,
9325,52.790036,52.84444899,52.79444111,0.054412987,0.004405111,0.002960773,1.9405E-05,0.003373425,,,
9326,52.786271,52.81468548,52.7940006,0.028414475,0.0077296,0.000807382,5.97467E-05,0.003824951,,,
9327,52.786271,52.81151146,52.7883114,0.025240458,0.0020404,0.000637081,4.16323E-06,0.003824951,,,
9328,52.767777,52.83960795,52.78797133,0.071830951,0.020194333,0.005159686,0.000407811,0.006454546,,,
9329,52.767777,52.81930982,52.767777,0.051532816,0,0.002655631,0,0.006454546,,,
9330,52.788483,52.82298487,52.767777,0.034501872,0.020706,0.001190379,0.000428738,0.003556237,,,
9331,52.788483,52.816204,52.788483,0.027721003,0,0.000768454,0,0.003556237,,,
9332,52.786108,52.81542079,52.77813,0.029312795,0.007978,0.00085924,6.36485E-05,0.00384514,,,
9333,52.786108,52.81102761,52.7797256,0.024919606,0.0063824,0.000620987,4.0735E-05,0.00384514,,,
9334,52.776235,52.80633062,52.78711725,0.030095623,0.01088225,0.000905746,0.000118423,0.005167049,,,
9335,52.776235,52.80211617,52.78013871,0.025881166,0.003903714,0.000669835,1.5239E-05,0.005167049,,,
9336,52.769481,52.80342721,52.77965075,0.033946207,0.01016975,0.001152345,0.000103424,0.00618365,,,
9337,52.769481,52.7985027,52.78263056,0.029021705,0.013149556,0.000842259,0.000172911,0.00618365,,,
9338,52.77165,52.80852986,52.78007675,0.036879855,0.00842675,0.001360124,7.10101E-05,0.005847231,,,
9339,52.77165,52.79887116,52.77914044,0.027221163,0.007490444,0.000740992,5.61068E-05,0.005847231,,,
9340,52.766809,52.79996573,52.7705655,0.033156726,0.0037565,0.001099369,1.41113E-05,0.006611022,,,
9341,52.766809,52.79261323,52.7698142,0.025804228,0.0030052,0.000665858,9.03123E-06,0.006611022,,,
9342,52.761181,52.80428518,52.76931333,0.043104184,0.008132333,0.001857971,6.61348E-05,0.007557901,,,
9343,52.761181,52.79912448,52.764933,0.037943476,0.003752,0.001439707,1.40775E-05,0.007557901,,,
9344,52.768818,52.81014201,52.76931333,0.041324014,0.000495333,0.001707674,2.45355E-07,0.006288362,,,
9345,52.768818,52.79617493,52.76924257,0.027356932,0.000424571,0.000748402,1.80261E-07,0.006288362,,,
9346,52.772278,52.79194698,52.761181,0.019668982,0.011097,0.000386869,0.000123143,0.005751583,,,
9347,52.772278,52.78779066,52.76655629,0.015512662,0.005721714,0.000240643,3.2738E-05,0.005751583,,,
9348,52.758061,52.79207726,52.7683695,0.034016262,0.0103085,0.001157106,0.000106265,0.008110117,,,
9349,52.758061,52.78127939,52.758061,0.023218387,0,0.000539094,0,0.008110117,,,
9350,52.749016,52.78763974,52.758061,0.038623744,0.009045,0.001491794,8.1812E-05,0.009821046,,,
9351,52.749016,52.78184396,52.755046,0.032827957,0.00603,0.001077675,3.63609E-05,0.009821046,,,
9352,52.744038,52.78170979,52.7535385,0.037671788,0.0095005,0.001419164,9.02595E-05,0.010832478,,,
9353,52.744038,52.77367691,52.7516384,0.029638909,0.0076004,0.000878465,5.77661E-05,0.010832478,,,
9354,52.756497,52.76884709,52.75037167,0.012350088,0.006125333,0.000152525,3.75197E-05,0.008394259,,,
9355,52.756497,52.76988237,52.75753967,0.01338537,0.001042667,0.000179168,1.08715E-06,0.008394259,,,
9356,52.742994,52.77908557,52.746527,0.036091567,0.003533,0.001302601,1.24821E-05,0.011050885,,,
9357,52.742994,52.77296351,52.7458204,0.029969511,0.0028264,0.000898172,7.98854E-06,0.011050885,,,
9358,52.739381,52.79396807,52.757279,0.054587066,0.017898,0.002979748,0.000320338,0.011823559,,,
9359,52.739381,52.778216,52.74178967,0.038835,0.002408667,0.001508157,5.80168E-06,0.011823559,,,
9360,52.742026,52.76630104,52.7411875,0.024275039,0.0008385,0.000589278,7.03082E-07,0.011255341,,,
9361,52.742026,52.76114576,52.7413552,0.019119761,0.0006708,0.000365565,4.49973E-07,0.011255341,,,
9362,52.746762,52.77381871,52.741467,0.027056708,0.005295,0.000732065,2.8037E-05,0.010272875,,,
9363,52.746762,52.76958999,52.74222343,0.02282799,0.004538571,0.000521117,2.05986E-05,0.010272875,,,
9364,52.731634,52.76398254,52.74279075,0.032348537,0.01115675,0.001046428,0.000124473,0.013568334,,,
9365,52.731634,52.75754243,52.731634,0.02590843,0,0.000671247,0,0.013568334,,,
9366,52.730347,52.79082537,52.731634,0.060478373,0.001287,0.003657634,1.65637E-06,0.013869818,,,
9367,52.730347,52.77007379,52.731205,0.039726791,0.000858,0.001578218,7.36164E-07,0.013869818,,,
9368,52.721276,52.77231929,52.730347,0.051043287,0.009071,0.002605417,8.2283E-05,0.016088687,,,
9369,52.721276,52.76437195,52.721276,0.043095946,0,0.001857261,0,0.016088687,,,
9370,52.725311,52.76101725,52.7309905,0.035706246,0.0056795,0.001274936,3.22567E-05,0.01508136,,,
9371,52.725311,52.75553017,52.722621,0.030219167,0.00269,0.000913198,7.2361E-06,0.01508136,,,
9372,52.726452,52.76043,52.7232935,0.033978,0.0031585,0.001154505,9.97612E-06,0.014802418,,,
9373,52.726452,52.75503277,52.7239252,0.028580769,0.0025268,0.00081686,6.38472E-06,0.014802418,,,
9374,52.714027,52.84914952,52.72434633,0.135122516,0.010319333,0.018258094,0.000106489,0.017980179,,,
9375,52.714027,52.82114379,52.72287214,0.107116792,0.008845143,0.011474007,7.82366E-05,0.017980179,,,
9376,52.72496,52.76307233,52.727004,0.038112335,0.002044,0.00145255,4.17794E-06,0.015167693,,,
9377,52.72496,52.75546204,52.72681818,0.030502043,0.001858182,0.000930375,3.45284E-06,0.015167693,,,
9378,52.717742,52.76569306,52.72666333,0.047951057,0.008921333,0.002299304,7.95902E-05,0.01699769,,,
9379,52.717742,52.74985254,52.72597708,0.032110543,0.008235077,0.001031087,6.78165E-05,0.01699769,,,
9380,52.716633,52.75017485,52.721628,0.033541851,0.004995,0.001125056,2.495E-05,0.017288092,,,
9381,52.716633,52.74581843,52.71858443,0.029185428,0.001951429,0.000851789,3.80807E-06,0.017288092,,,
9382,52.720921,52.74466113,52.7183405,0.023740127,0.0025805,0.000563594,6.65898E-06,0.016178871,,,
9383,52.720921,52.7415733,52.71862722,0.020652304,0.002293778,0.000426518,5.26142E-06,0.016178871,,,
9384,52.708732,52.73766556,52.7188566,0.028933564,0.0101246,0.000837151,0.000102508,0.019428231,,,
9385,52.708732,52.73397147,52.71793618,0.025239472,0.009204182,0.000637031,8.4717E-05,0.019428231,,,
9386,52.705633,52.74229273,52.71716917,0.036659726,0.011536167,0.001343936,0.000133083,0.020301744,,,
9387,52.705633,52.73882386,52.71628177,0.033190859,0.010648769,0.001101633,0.000113396,0.020301744,,,
9388,52.70645,52.74236136,52.7071825,0.035911359,0.0007325,0.001289626,5.36556E-07,0.020069593,,,
9389,52.70645,52.73517292,52.707036,0.028722924,0.000586,0.000825006,3.43396E-07,0.020069593,,,
9390,52.703277,52.75069629,52.70693833,0.047419288,0.003661333,0.002248589,1.34054E-05,0.020978681,,,
9391,52.703277,52.73798518,52.70641529,0.034708176,0.003138286,0.001204657,9.84884E-06,0.020978681,,,
9392,52.704244,52.73107572,52.706023,0.026831719,0.001779,0.000719941,3.16484E-06,0.020699495,,,
9393,52.704244,52.72661312,52.70582533,0.022369119,0.001581333,0.000500377,2.50062E-06,0.020699495,,,
9394,52.691396,52.73129411,52.7056672,0.03989811,0.0142712,0.001591859,0.000203667,0.024561531,,,
9395,52.691396,52.72545172,52.70436982,0.03405572,0.012973818,0.001159792,0.00016832,0.024561531,,,
9396,52.69412,52.72768261,52.691396,0.033562611,0.002724,0.001126449,7.42018E-06,0.023715135,,,
9397,52.69412,52.72504921,52.692304,0.030929206,0.001816,0.000956616,3.29786E-06,0.023715135,,,
9398,52.707002,52.73464319,52.692758,0.027641186,0.014244,0.000764035,0.000202892,0.019913497,,,
9399,52.707002,52.72747004,52.6956068,0.020468045,0.0113952,0.000418941,0.000129851,0.019913497,,,
9400,52.685679,52.72839817,52.697506,0.042719166,0.011827,0.001824927,0.000139878,0.026386166,,,
9401,52.685679,52.71888861,52.69581643,0.033209608,0.010137429,0.001102878,0.000102767,0.026386166,,,
9402,52.693556,52.72030917,52.69454925,0.026753165,0.00099325,0.000715732,9.86546E-07,0.023889161,,,
9403,52.693556,52.71638408,52.69443889,0.022828077,0.000882889,0.000521121,7.79493E-07,0.023889161,,,
9404,52.693173,52.72267058,52.6943506,0.029497583,0.0011776,0.000870107,1.38674E-06,0.024007702,,,
9405,52.693173,52.71733684,52.69424355,0.024163841,0.001070545,0.000583891,1.14607E-06,0.024007702,,,
9406,52.705969,52.75420669,52.69415433,0.048237689,0.011814667,0.002326875,0.000139586,0.020206108,,,
9407,52.705969,52.72775317,52.69506315,0.021784167,0.010905846,0.00047455,0.000118937,0.020206108,,,
9408,52.690254,52.72347422,52.69584214,0.03322022,0.005588143,0.001103583,3.12273E-05,0.024920787,,,
9409,52.690254,52.71658529,52.6954696,0.026331286,0.0052156,0.000693337,2.72025E-05,0.024920787,,,
9410,52.688982,52.71596366,52.69514363,0.026981661,0.006161625,0.00072801,3.79656E-05,0.025324009,,,
9411,52.688982,52.71622579,52.69478118,0.027243792,0.005799176,0.000742224,3.36304E-05,0.025324009,,,
9412,52.693597,52.72005717,52.694459,0.026460174,0.000862,0.000700141,7.43044E-07,0.023876489,,,
9413,52.693597,52.71709758,52.69119447,0.023500578,0.002402533,0.000552277,5.77217E-06,0.023876489,,,
9414,52.682273,52.71652941,52.7064855,0.034256405,0.0242125,0.001173501,0.000586245,0.027504295,,,
9415,52.682273,52.71312906,52.701643,0.030856056,0.01937,0.000952096,0.000375197,0.027504295,,,
9416,52.682116,52.71677686,52.6920032,0.034660856,0.0098872,0.001201375,9.77567E-05,0.027556395,,,
9417,52.682116,52.71119826,52.68222067,0.029082264,0.000104667,0.000845778,1.09551E-08,0.027556395,,,
9418,52.692411,52.71528422,52.6821945,0.022873223,0.0102165,0.000523184,0.000104377,0.024244418,,,
9419,52.692411,52.71130792,52.6842378,0.018896924,0.0081732,0.000357094,6.68012E-05,0.024244418,,,
9420,52.683692,52.70855689,52.69121325,0.024864885,0.00752125,0.000618263,5.65692E-05,0.027035643,,,
9421,52.683692,52.7048932,52.68532743,0.021201198,0.001635429,0.000449491,2.67463E-06,0.027035643,,,
9422,52.691909,52.7057024,52.6885733,0.013793402,0.0033357,0.000190258,1.11269E-05,0.024400999,,,
9423,52.691909,52.70256184,52.68873214,0.010652837,0.003176857,0.000113483,1.00924E-05,0.024400999,,,
9424,52.6806,52.70394208,52.69372017,0.023342082,0.013120167,0.000544853,0.000172139,0.028062009,,,
9425,52.6806,52.70126375,52.6885167,0.020663747,0.007916696,0.00042699,6.26741E-05,0.028062009,,,
9426,52.689554,52.70619991,52.68818683,0.016645907,0.001367167,0.000277086,1.86914E-06,0.025142285,,,
9427,52.689554,52.70291052,52.68824152,0.013356516,0.00131248,0.000178397,1.7226E-06,0.025142285,,,
9428,52.685766,52.69889127,52.688292,0.013125266,0.002526,0.000172273,6.38068E-06,0.026357909,,,
9429,52.685766,52.69771049,52.68819844,0.011944489,0.002432444,0.000142671,5.91679E-06,0.026357909,,,
9430,52.693135,52.69886094,52.68811157,0.005725937,0.005023429,3.27864E-05,2.52348E-05,0.024019479,,,
9431,52.693135,52.69980358,52.68828479,0.006668581,0.004850207,4.447E-05,2.35245E-05,0.024019479,,,
9432,52.681748,52.70057451,52.68844647,0.018826506,0.006698467,0.000354437,4.48695E-05,0.027678707,,,
9433,52.681748,52.69552914,52.68823039,0.01378114,0.006482387,0.00018992,4.20213E-05,0.027678707,,,
9434,52.678988,52.696056,52.68802781,0.017068003,0.009039812,0.000291317,8.17182E-05,0.028604683,,,
9435,52.678988,52.69470564,52.680828,0.015717641,0.00184,0.000247044,3.3856E-06,0.028604683,,,
9436,52.674401,52.70399828,52.680368,0.029597284,0.005967,0.000875999,3.56051E-05,0.030177315,,,
9437,52.674401,52.70196696,52.6791746,0.027565961,0.0047736,0.000759882,2.27873E-05,0.030177315,,,
9438,52.702168,52.69635382,52.678379,0.005814181,0.023789,3.38047E-05,0.000565917,0.021301166,,,
9439,52.702168,52.69798114,52.68731786,0.004186858,0.014850138,1.75298E-05,0.000220527,0.021301166,,,
9440,52.679984,52.69928632,52.702168,0.019302321,0.022184,0.00037258,0.00049213,0.02826877,,,
9441,52.679984,52.69913275,52.68363459,0.019148748,0.003650588,0.000366675,1.33268E-05,0.02826877,,,
9442,52.694436,52.69360024,52.6900865,0.000835765,0.0043495,6.98502E-07,1.89182E-05,0.023617908,,,
9443,52.694436,52.69403969,52.69034235,0.000396308,0.004093647,1.5706E-07,1.67579E-05,0.023617908,,,
9444,52.681211,52.69804168,52.68343178,0.016830685,0.002220778,0.000283272,4.93185E-06,0.027857676,,,
9445,52.681211,52.69819028,52.68331489,0.016979279,0.002103895,0.000288296,4.42637E-06,0.027857676,,,
9446,52.677512,52.69737605,52.6832097,0.019864052,0.0056977,0.000394581,3.24638E-05,0.029106131,,,
9447,52.677512,52.69611042,52.68293838,0.018598418,0.005426381,0.000345901,2.94456E-05,0.029106131,,,
9448,52.691028,52.69414731,52.69056978,0.003119308,0.000458222,9.73008E-06,2.09968E-07,0.024677014,,,
9449,52.691028,52.69038002,52.69059389,0.000647981,0.000434105,4.1988E-07,1.88447E-07,0.024677014,,,
9450,52.701257,52.71599043,52.6906156,0.014733429,0.0106414,0.000217074,0.000113239,0.021567915,,,
9451,52.701257,52.71103566,52.69112233,0.009778664,0.010134667,9.56223E-05,0.000102711,0.021567915,,,
9452,52.692141,52.6916147,52.691583,0.000526303,0.000558,2.76995E-07,3.11364E-07,0.024328572,,,
9453,52.692141,52.69067207,52.69160726,0.001468934,0.000533739,2.15777E-06,2.84877E-07,0.024328572,,,
9454,52.677564,52.69623539,52.6916295,0.018671394,0.0140655,0.000348621,0.000197838,0.029088391,,,
9455,52.677564,52.69303596,52.69106688,0.015471955,0.01350288,0.000239381,0.000182328,0.029088391,,,
9456,52.706562,52.70740826,52.69054754,0.000846258,0.016014462,7.16153E-07,0.000256463,0.020037872,,,
9457,52.706562,52.70431015,52.69114067,0.002251854,0.015421333,5.07085E-06,0.000237818,0.020037872,,,
9458,52.677541,52.69404128,52.68684146,0.016500281,0.009300462,0.000272259,8.64986E-05,0.029096237,,,
9459,52.677541,52.69364747,52.68613789,0.016106468,0.008596894,0.000259418,7.39066E-05,0.029096237,,,
9460,52.693382,52.69894229,52.7039095,0.00556029,0.0105275,3.09168E-05,0.000110828,0.023942979,,,
9461,52.693382,52.69576772,52.69174972,0.002385716,0.001632276,5.69164E-06,2.66432E-06,0.023942979,,,
9462,52.684428,52.69615884,52.6822625,0.011730843,0.0021655,0.000137613,4.68939E-06,0.026794151,,,
9463,52.684428,52.69567565,52.68234912,0.011247647,0.00207888,0.00012651,4.32174E-06,0.026794151,,,
9464,52.698541,52.69970433,52.69180413,0.001163328,0.006736867,1.35333E-06,4.53854E-05,0.022373037,,,
9465,52.698541,52.69886277,52.70143122,0.000321766,0.002890222,1.03534E-07,8.35338E-06,0.022373037,,,
9466,52.696606,52.70138228,52.68642311,0.004776277,0.010182893,2.28128E-05,0.000103691,0.022955641,,,
9467,52.696606,52.7006998,52.68660175,0.004093798,0.010004246,1.67592E-05,0.000100085,0.022955641,,,
9468,52.706203,52.70661431,52.7011422,0.000411313,0.0050608,1.69178E-07,2.56117E-05,0.020139637,,,
9469,52.706203,52.70093581,52.70160227,0.005267188,0.004600727,2.77433E-05,2.11667E-05,0.020139637,,,
9470,52.697385,52.69705915,52.70198567,0.000325851,0.004600667,1.06179E-07,2.11661E-05,0.022720193,,,
9471,52.697385,52.69686833,52.70163177,0.000516666,0.004246769,2.66944E-07,1.8035E-05,0.022720193,,,
9472,52.698646,52.69318048,52.68677424,0.005465515,0.011871759,2.98719E-05,0.000140939,0.022341637,,,
9473,52.698646,52.69438683,52.68697546,0.004259169,0.011670542,1.81405E-05,0.000136202,0.022341637,,,
9474,52.703458,52.70237077,52.68716997,0.00108723,0.016288033,1.18207E-06,0.0002653,0.020926281,,,
9475,52.703458,52.70004541,52.7014704,0.003412586,0.0019876,1.16457E-05,3.95055E-06,0.020926281,,,
9476,52.708136,52.70196249,52.70159462,0.006173512,0.006541375,3.81122E-05,4.27896E-05,0.019594734,,,
9477,52.708136,52.70116369,52.70197941,0.006972305,0.006156588,4.8613E-05,3.79036E-05,0.019594734,,,
9478,52.695691,52.69663855,52.68716997,0.000947551,0.008521033,8.97853E-07,7.2608E-05,0.023233743,,,
9479,52.695691,52.6964695,52.68730966,0.000778497,0.008381344,6.06057E-07,7.02469E-05,0.023233743,,,
9480,52.706196,52.69805048,52.68744484,0.008145517,0.018751161,6.63495E-05,0.000351606,0.020141624,,,
9481,52.706196,52.69975006,52.68774248,0.006445941,0.018453524,4.15502E-05,0.000340533,0.020141624,,,
9482,52.715157,52.70173264,52.708136,0.013424355,0.007021,0.000180213,4.92944E-05,0.017678412,,,
9483,52.715157,52.70220819,52.71047633,0.012948808,0.004680667,0.000167672,2.19086E-05,0.017678412,,,
9484,52.710668,52.70379435,52.68803081,0.006873647,0.022637187,4.7247E-05,0.000512442,0.01889228,,,
9485,52.710668,52.70354426,52.68837908,0.00712374,0.022288923,5.07477E-05,0.000496796,0.01889228,,,
9486,52.696208,52.70150104,52.7129125,0.005293038,0.0167045,2.80163E-05,0.00027904,0.023076402,,,
9487,52.696208,52.70129236,52.70860714,0.005084362,0.012399143,2.58507E-05,0.000153739,0.023076402,,,
9488,52.714551,52.70555851,52.70705725,0.008992493,0.00749375,8.08649E-05,5.61563E-05,0.017839927,,,
9489,52.714551,52.710263,52.70788989,0.004287997,0.006661111,1.83869E-05,4.43704E-05,0.017839927,,,
9490,52.731281,52.7071215,52.708556,0.024159503,0.022725,0.000583682,0.000516426,0.013650695,,,
9491,52.731281,52.70845858,52.72012767,0.022822425,0.011153333,0.000520863,0.000124397,0.013650695,,,
9492,52.72946,52.7265212,52.731281,0.0029388,0.001821,8.63655E-06,3.31604E-06,0.014079529,,,
9493,52.72946,52.71911973,52.730674,0.010340273,0.001214,0.000106921,1.4738E-06,0.014079529,,,
9494,52.714674,52.71297338,52.7303705,0.001700616,0.0156965,2.8921E-06,0.00024638,0.017807085,,,
9495,52.714674,52.71349873,52.7272312,0.001175268,0.0125572,1.38125E-06,0.000157683,0.017807085,,,
9496,52.716572,52.71910814,52.7210246,0.002536135,0.0044526,6.43198E-06,1.98256E-05,0.017304137,,,
9497,52.716572,52.71446404,52.72061982,0.002107957,0.004047818,4.44348E-06,1.63848E-05,0.017304137,,,
9498,52.725829,52.71260932,52.70435733,0.013219684,0.021471667,0.00017476,0.000461032,0.014954401,,,
9499,52.725829,52.70931638,52.72331144,0.016512616,0.002517556,0.000272666,6.33809E-06,0.014954401,,,
9500,52.733849,52.71430819,52.7235632,0.019540811,0.0102858,0.000381843,0.000105798,0.013057219,,,
9501,52.733849,52.71842758,52.72449827,0.015421418,0.009350727,0.00023782,8.74361E-05,0.013057219,,,
9502,52.726257,52.72043829,52.7252775,0.005818712,0.0009795,3.38574E-05,9.5942E-07,0.014849906,,,
9503,52.726257,52.72333024,52.72535285,0.002926758,0.000904154,8.56591E-06,8.17494E-07,0.014849906,,,
9504,52.734152,52.72290341,52.72541743,0.011248586,0.008734571,0.000126531,7.62927E-05,0.012988065,,,
9505,52.734152,52.72448182,52.7308728,0.009670184,0.0032792,9.35124E-05,1.07532E-05,0.012988065,,,
9506,52.740931,52.72481299,52.73141933,0.016118006,0.009511667,0.00025979,9.04718E-05,0.011488879,,,
9507,52.740931,52.7267567,52.73277814,0.014174299,0.008152857,0.000200911,6.64691E-05,0.011488879,,,
9508,52.732513,52.7283965,52.73379725,0.004116504,0.00128425,1.69456E-05,1.6493E-06,0.013364329,,,
9509,52.732513,52.72756181,52.73365456,0.004951186,0.001141556,2.45142E-05,1.30315E-06,0.013364329,,,
9510,52.737576,52.73045441,52.7335404,0.007121588,0.0040356,5.0717E-05,1.62861E-05,0.012219355,,,
9511,52.737576,52.73127193,52.73390727,0.006304067,0.003668727,3.97413E-05,1.34596E-05,0.012219355,,,
9512,52.750739,52.73237668,52.734213,0.018362317,0.016526,0.000337175,0.000273109,0.009482512,,,
9513,52.750739,52.73462699,52.73548423,0.01611201,0.015254769,0.000259597,0.000232708,0.009482512,,,
9514,52.739005,52.73576486,52.7391822,0.003240138,0.0001772,1.04985E-05,3.13998E-08,0.01190547,,,
9515,52.739005,52.73612338,52.73916609,0.002881622,0.000161091,8.30375E-06,2.59503E-08,0.01190547,,,
9516,52.756884,52.73358363,52.73915267,0.023300368,0.017731333,0.000542907,0.0003144,0.008323495,,,
9517,52.756884,52.73646366,52.74051662,0.02042034,0.016367385,0.00041699,0.000267891,0.008323495,,,
9518,52.752709,52.74000875,52.74168571,0.01270025,0.011023286,0.000161296,0.000121513,0.009102723,,,
9519,52.752709,52.74067172,52.74942357,0.012037281,0.003285429,0.000144896,1.0794E-05,0.009102723,,,
9520,52.73805,52.74020666,52.7547965,0.002156664,0.0167465,4.6512E-06,0.000280445,0.012114786,,,
9521,52.73805,52.73937148,52.74852489,0.001321483,0.010474889,1.74632E-06,0.000109723,0.012114786,,,
9522,52.753924,52.74250389,52.7474774,0.011420109,0.0064466,0.000130419,4.15587E-05,0.008872357,,,
9523,52.753924,52.74345974,52.74806345,0.010464262,0.005860545,0.000109501,3.4346E-05,0.008872357,,,
9524,52.75666,52.74365849,52.7506522,0.013001513,0.0060078,0.000169039,3.60937E-05,0.008364418,,,
9525,52.75666,52.74433589,52.75119836,0.012324109,0.005461636,0.000151884,2.98295E-05,0.008364418,,,
9526,52.758895,52.74161033,52.7516535,0.017284669,0.0072415,0.00029876,5.24393E-05,0.007960599,,,
9527,52.758895,52.74574603,52.75221054,0.013148969,0.006684462,0.000172895,4.4682E-05,0.007960599,,,
9528,52.764782,52.74694013,52.752688,0.017841873,0.012094,0.000318332,0.000146265,0.006944754,,,
9529,52.764782,52.7490846,52.75767714,0.0156974,0.007104857,0.000246408,5.0479E-05,0.006944754,,,
9530,52.778405,52.75032514,52.75856525,0.028079858,0.01983975,0.000788478,0.000393616,0.004859789,,,
9531,52.778405,52.75308536,52.76272557,0.025319637,0.015679429,0.000641084,0.000245844,0.004859789,,,
9532,52.759162,52.75108049,52.75285367,0.008081511,0.006308333,6.53108E-05,3.97951E-05,0.007913026,,,
9533,52.759162,52.75098314,52.75333892,0.008178865,0.005823077,6.68938E-05,3.39082E-05,0.007913026,,,
9534,52.770082,52.75488833,52.7715935,0.015193674,0.0015115,0.000230848,2.28463E-06,0.006089491,,,
9535,52.770082,52.75686684,52.7712912,0.013215159,0.0012092,0.00017464,1.46216E-06,0.006089491,,,
9536,52.761227,52.75675159,52.77108967,0.004475407,0.009862667,2.00293E-05,9.72722E-05,0.007549905,,,
9537,52.761227,52.75689678,52.76968071,0.004330217,0.008453714,1.87508E-05,7.14653E-05,0.007549905,,,
9538,52.76838,52.75227017,52.760676,0.016109834,0.007704,0.000259527,5.93516E-05,0.006358019,,,
9539,52.76838,52.75394215,52.7611896,0.014437852,0.0071904,0.000208452,5.17019E-05,0.006358019,,,
9540,52.767233,52.7584993,52.761639,0.008733698,0.005594,7.62775E-05,3.12928E-05,0.006542252,,,
9541,52.767233,52.75854148,52.76196806,0.008691525,0.005264941,7.55426E-05,2.77196E-05,0.006542252,,,
9542,52.77207,52.75680525,52.76226056,0.015264746,0.009809444,0.000233012,9.62252E-05,0.005783175,,,
9543,52.77207,52.75804975,52.76737413,0.01402025,0.004695867,0.000196567,2.20512E-05,0.005783175,,,
9544,52.776395,52.76008733,52.76766763,0.016307666,0.008727375,0.00026594,7.61671E-05,0.005144073,,,
9545,52.776395,52.76221166,52.768181,0.014183338,0.008214,0.000201167,6.74698E-05,0.005144073,,,
9546,52.766614,52.76452934,52.76863733,0.002084656,0.002023333,4.34579E-06,4.09388E-06,0.00664277,,,
9547,52.766614,52.76415276,52.76853084,0.002461243,0.001916842,6.05772E-06,3.67428E-06,0.00664277,,,
9548,52.773866,52.76094638,52.76946533,0.012919622,0.004400667,0.000166917,1.93659E-05,0.005513239,,,
9549,52.773866,52.76307463,52.76969695,0.01079137,0.004169053,0.000116454,1.7381E-05,0.005513239,,,
9550,52.782193,52.76577293,52.7699054,0.016420071,0.0122876,0.000269619,0.000150985,0.004345999,,,
9551,52.782193,52.76761318,52.77049052,0.014579819,0.011702476,0.000212571,0.000136948,0.004345999,,,
9552,52.776553,52.76743655,52.77102245,0.00911645,0.005530545,8.31097E-05,3.05869E-05,0.005121433,,,
9553,52.776553,52.76925035,52.77126291,0.007302647,0.005290087,5.33287E-05,2.7985E-05,0.005121433,,,
9554,52.790401,52.77030664,52.77148333,0.020094361,0.018917667,0.000403783,0.000357878,0.003331159,,,
9555,52.790401,52.77410169,52.7815786,0.016299313,0.0088224,0.000265668,7.78347E-05,0.003331159,,,
9556,52.786075,52.77295701,52.783049,0.013117987,0.003026,0.000172082,9.15668E-06,0.003849233,,,
9557,52.786075,52.77626274,52.78348129,0.009812263,0.002593714,9.62805E-05,6.72735E-06,0.003849233,,,
9558,52.773051,52.77356256,52.7838055,0.000511564,0.0107545,2.61698E-07,0.000115659,0.005634933,,,
9559,52.773051,52.77302984,52.78261056,2.11595E-05,0.009559556,4.47724E-10,9.13851E-05,0.005634933,,,
9560,52.786874,52.77792933,52.7816546,0.008944668,0.0052194,8.00071E-05,2.72421E-05,0.003750728,,,
9561,52.786874,52.77842922,52.78212909,0.00844478,0.004744909,7.13143E-05,2.25142E-05,0.003750728,,,
9562,52.77351,52.78028142,52.7825245,0.006771423,0.0090145,4.58522E-05,8.12612E-05,0.005566233,,,
9563,52.77351,52.77962451,52.78183108,0.006114506,0.008321077,3.73872E-05,6.92403E-05,0.005566233,,,
9564,52.781727,52.7792983,52.78123671,0.002428703,0.000490286,5.8986E-06,2.4038E-07,0.004407657,,,
9565,52.781727,52.77965257,52.7812694,0.002074433,0.0004576,4.30327E-06,2.09398E-07,0.004407657,,,
9566,52.792482,52.77912566,52.781298,0.013356339,0.011184,0.000178392,0.000125082,0.003095274,,,
9567,52.792482,52.78019791,52.78195588,0.012284091,0.010526118,0.000150899,0.000110799,0.003095274,,,
9568,52.782247,52.78257705,52.78254067,0.000330051,0.000293667,1.08934E-07,8.62401E-08,0.004338882,,,
9569,52.782247,52.78196771,52.78252521,0.000279285,0.000278211,7.80003E-08,7.74011E-08,0.004338882,,,
9570,52.774265,52.78242237,52.7825113,0.008157374,0.0082463,6.65427E-05,6.80015E-05,0.005454146,,,
9571,52.774265,52.78173263,52.78211862,0.007467635,0.007853619,5.57656E-05,6.16793E-05,0.005454146,,,
